cpuMark,threadMark,TDP,cores,testDate,Desktop,Laptop,Mobile/Embedded,Server,Unknown
2980,1505,53.0,8,2021,0,0,1,0,0
2979,1280,6.0,4,2021,0,0,1,0,0
2978,1526,80.0,2,2018,0,0,0,1,0
2977,1527,100.0,2,2013,1,0,0,0,0
2958,1791,35.0,2,2012,1,0,0,0,0
2956,1824,28.0,2,2013,0,1,0,0,0
2950,1782,53.0,2,2016,0,1,0,0,0
2947,1231,95.0,6,2010,1,0,0,0,0
2947,1413,35.0,4,2017,1,0,0,0,0
2943,1043,40.0,4,2010,0,0,0,1,0
2942,1489,45.0,4,2011,1,0,0,0,0
2941,1521,100.0,2,2013,1,0,0,0,0
2939,2282,58.0,2,2021,1,0,0,0,0
2937,1489,95.0,2,2012,1,0,0,0,0
2936,570,75.0,6,2009,0,0,0,1,0
2936,1495,100.0,2,2012,1,0,0,0,0
2935,1697,4.5,2,2017,0,1,0,0,0
2932,823,85.0,8,2015,0,0,0,1,0
2926,2200,51.0,2,2015,1,0,0,0,0
2920,1386,95.0,4,2010,1,0,0,0,0
2918,1716,47.0,2,2014,0,1,0,0,0
2918,1453,6.0,2,2020,0,1,0,0,0
2917,1858,15.0,2,2021,0,1,1,0,0
2911,1097,10.0,4,2018,1,0,0,0,0
2911,1768,35.0,2,2013,0,1,0,0,0
2909,1708,35.0,2,2017,1,0,0,0,0
2908,1781,15.0,2,2016,0,1,0,0,0
2908,1110,53.0,8,2021,0,0,1,0,0
2906,1439,53.0,8,2021,0,0,1,0,0
2903,1021,12.0,4,2022,0,0,1,0,0
2901,1292,65.0,2,2018,1,0,0,0,0
2899,1355,35.0,4,2016,0,1,0,0,0
2898,1531,65.0,2,2014,1,0,0,0,0
2897,1566,65.0,2,2014,1,0,0,0,0
2897,1526,100.0,2,2013,1,0,0,0,0
2897,1294,65.0,2,2015,1,0,0,0,0
2896,1333,35.0,2,2016,1,0,0,0,0
2893,1690,37.0,2,2014,0,1,0,0,0
2890,1319,95.0,4,2009,1,0,0,0,0
2890,1289,130.0,4,2009,0,0,0,1,0
2888,1656,35.0,2,2015,0,1,0,0,0
2879,1746,35.0,2,2012,0,1,0,0,0
2877,1276,130.0,4,2010,1,0,0,0,0
2874,1633,35.0,2,2013,1,0,0,0,0
2873,991,80.0,4,2015,0,0,0,1,0
2872,630,95.0,6,2011,0,0,0,1,0
2867,1597,35.0,2,2014,1,0,0,0,0
2856,1436,35.0,4,2014,0,1,0,0,0
2846,1755,35.0,2,2012,0,1,0,0,0
2829,1521,125.0,4,2011,0,0,0,0,1
2826,1497,65.0,2,2013,1,0,0,0,0
2826,447,115.0,8,2010,0,0,0,1,0
2825,1720,7.0,2,2019,0,1,0,0,0
2825,1362,45.0,4,2013,0,0,0,1,0
2824,1513,100.0,2,2014,1,0,0,0,0
2818,1236,95.0,4,2009,0,0,0,1,0
2815,2189,58.0,2,2020,1,0,0,0,0
2814,1721,28.0,2,2014,0,1,0,0,0
2814,1699,4.5,2,2017,0,1,0,0,0
2814,1220,95.0,4,2010,0,0,0,1,0
2807,988,53.0,8,2021,0,0,1,0,0
2803,1417,100.0,2,2012,1,0,0,0,0
2801,1371,35.0,2,2015,0,1,0,0,0
2800,1258,9.0,8,2021,0,0,0,0,1
2793,1332,65.0,4,2014,1,0,0,0,0
2790,1442,28.0,2,2016,0,1,0,0,0
2790,2150,58.0,2,2020,1,0,0,0,0
2789,432,115.0,12,2010,0,0,0,1,0
2787,1446,100.0,2,2012,0,0,0,0,1
2787,1245,130.0,4,2009,0,0,0,1,0
2786,1270,82.0,4,2010,1,0,0,0,0
2780,1451,150.0,4,2009,1,0,0,0,0
2776,1624,37.0,2,2013,0,1,0,0,0
2775,658,20.0,8,2014,0,0,0,1,0
2774,1408,65.0,4,2015,1,0,0,0,0
2770,1140,53.0,8,2021,0,0,1,0,0
2754,1142,53.0,4,2010,0,0,0,0,1
2751,977,80.0,4,2014,0,0,0,1,0
2741,1571,4.5,2,2016,0,1,0,0,0
2741,1220,130.0,4,2008,1,0,0,0,0
2740,1647,15.0,2,2015,0,1,0,0,0
2740,1224,53.0,8,2021,0,0,1,0,0
2738,1200,80.0,4,2009,0,0,0,1,0
2735,1441,65.0,2,2012,1,0,0,0,0
2734,2135,51.0,2,2015,1,0,0,0,0
2730,1356,125.0,2,2012,1,0,0,0,0
2729,1297,35.0,4,2015,0,1,0,0,0
2729,1387,15.0,4,2016,0,1,0,0,0
2724,1282,35.0,4,2021,0,0,1,0,0
2721,1391,15.0,2,2016,0,1,0,0,0
2720,1391,6.0,2,2020,0,1,0,0,0
2719,1631,15.0,2,2015,0,1,0,0,0
2717,1664,10.0,2,2019,0,1,0,0,0
2714,2041,54.0,2,2021,1,0,0,0,0
2709,1454,120.0,4,2009,0,0,0,1,0
2707,1393,65.0,2,2013,1,0,0,0,0
2706,1069,53.0,4,2020,1,0,0,0,0
2705,1446,150.0,4,2008,0,0,0,1,0
2699,920,80.0,4,2012,0,0,0,1,0
2695,1301,6.0,4,2020,0,1,0,0,0
2686,1002,80.0,4,2011,0,0,0,1,0
2685,1673,15.0,2,2013,0,1,0,0,0
2681,1510,25.0,2,2016,0,1,0,0,0
2680,1149,95.0,4,2009,0,0,0,1,0
2678,1389,37.0,2,2014,0,1,0,0,0
2666,1604,4.5,2,2016,1,1,0,0,0
2656,1073,53.0,8,2021,0,0,0,0,1
2655,1356,65.0,2,2012,1,0,0,0,0
2653,1603,17.0,2,2013,0,1,0,0,0
2650,1684,35.0,2,2016,1,0,0,0,0
2648,2041,35.0,2,2021,1,0,0,0,0
2646,1612,35.0,2,2012,0,1,0,0,0
2644,1412,125.0,4,2010,0,0,0,0,1
2640,1347,15.0,2,2015,0,1,0,0,0
2636,1630,35.0,2,2013,0,1,0,0,0
2636,1394,150.0,4,2009,0,0,0,1,0
2634,1482,100.0,4,2016,1,0,0,0,0
2634,1279,53.0,8,2021,0,0,1,0,0
2633,585,53.0,8,2022,0,0,0,0,1
2632,1398,136.0,4,2008,1,0,0,0,0
2623,1081,80.0,4,2012,0,0,0,1,0
2622,1357,15.0,2,2015,0,1,0,0,0
2614,1694,15.0,2,2015,0,1,0,0,0
2614,1156,80.0,4,2009,0,0,0,1,0
2612,1620,28.0,2,2013,0,1,0,0,0
2608,1326,15.0,4,2017,0,1,0,0,0
2603,1550,73.0,2,2010,1,0,0,0,0
2602,1311,15.0,4,2018,0,1,0,0,0
2602,1399,53.0,4,2013,0,0,0,0,1
2599,2024,54.0,2,2015,1,0,0,0,0
2599,1309,95.0,4,2010,1,0,0,0,0
2596,1083,53.0,8,2022,0,0,1,0,0
2595,1549,15.0,2,2014,0,1,0,0,0
2593,1143,6.0,4,2018,0,1,0,0,0
2590,1167,45.0,4,2010,0,0,0,1,0
2589,1386,4.5,2,2016,0,1,0,0,0
2588,1325,28.0,2,2015,0,1,0,0,0
2587,1477,5.0,2,2018,0,1,0,0,0
2586,1378,120.0,4,2009,0,0,0,1,0
2578,1413,65.0,2,2014,1,0,0,0,0
2577,1334,65.0,2,2012,1,0,0,0,0
2577,922,53.0,8,2021,0,0,1,0,0
2576,1357,53.0,4,2011,1,0,0,0,0
2572,1142,53.0,8,2021,0,0,1,0,0
2571,1999,54.0,2,2019,1,0,0,0,0
2567,1345,160.0,4,2021,1,0,0,0,0
2565,1279,95.0,2,2011,1,0,0,0,0
2564,1324,15.0,2,2018,0,1,0,0,0
2553,1574,35.0,2,2012,0,1,0,0,0
2546,1357,125.0,4,2009,1,0,0,0,0
2544,1417,125.0,4,2011,0,0,0,0,1
2543,1321,53.0,8,2021,0,0,1,0,0
2540,1032,53.0,8,2021,0,0,1,0,0
2537,1520,53.0,2,2021,0,0,1,0,0
2536,1377,95.0,4,2011,0,0,0,0,1
2529,1546,15.0,2,2013,0,1,0,0,0
2522,1169,60.0,4,2011,0,0,0,1,0
2521,1292,25.0,2,2019,0,1,0,0,0
2518,1519,28.0,2,2013,0,1,0,0,0
2518,1845,35.0,2,2016,1,0,0,0,0
2518,1279,15.0,4,2017,0,1,0,0,0
2513,1556,35.0,2,2013,0,1,0,0,0
2512,1498,15.0,2,2013,0,1,0,0,0
2511,1542,73.0,2,2010,1,0,0,0,0
2504,1569,15.0,2,2015,0,1,0,0,0
2502,1512,15.0,2,2014,0,1,0,0,0
2501,1103,6.0,4,2020,0,1,0,0,0
2498,1326,95.0,4,2010,1,0,0,0,0
2496,1350,95.0,4,2011,0,0,0,0,1
2495,1242,95.0,4,2009,1,0,0,0,0
2494,601,65.0,6,2014,0,0,0,1,0
2492,1429,6.0,2,2020,0,1,0,0,0
2490,1490,15.0,2,2014,0,1,0,0,0
2490,1302,80.0,4,2009,0,0,0,1,0
2486,1294,80.0,4,2009,0,0,0,1,0
2482,2151,58.0,2,2020,1,0,0,0,0
2481,1208,35.0,4,2015,0,1,0,0,0
2480,1835,55.0,2,2013,1,0,0,0,0
2479,590,105.0,6,2013,0,0,0,1,0
2479,1056,80.0,4,2009,0,0,0,1,0
2465,1319,53.0,4,2010,1,0,0,0,0
2464,1071,53.0,8,2021,0,0,1,0,0
2462,1455,87.0,2,2010,1,0,0,0,0
2459,1435,27.0,2,2020,0,0,0,1,0
2455,1288,130.0,4,2008,1,0,0,0,0
2451,1009,6.0,4,2018,0,1,0,0,0
2449,1534,35.0,2,2012,0,1,0,0,0
2449,1318,53.0,4,2010,0,0,0,0,1
2448,1914,54.0,2,2018,1,0,0,0,0
2447,1366,37.0,2,2014,0,1,0,0,0
2446,1583,11.5,2,2013,1,0,0,0,0
2446,1311,95.0,4,2009,0,0,0,1,0
2440,1329,95.0,4,2011,0,0,0,0,1
2439,1490,35.0,2,2011,0,1,0,0,0
2437,1382,5.0,8,2021,0,0,0,0,1
2432,1304,125.0,4,2009,1,0,0,0,0
2429,1159,53.0,8,2021,0,0,1,0,0
2428,2089,53.0,2,2015,1,0,0,0,0
2427,1470,35.0,2,2011,0,1,0,0,0
2424,1314,82.0,4,2011,1,0,0,0,0
2422,1188,15.0,4,2016,0,1,0,0,0
2421,1550,15.0,2,2013,0,1,0,0,0
2418,1518,17.0,2,2012,0,1,0,0,0
2418,930,53.0,8,2021,0,0,1,0,0
2418,1204,53.0,4,2011,0,0,0,0,1
2416,920,53.0,8,2021,0,0,1,0,0
2413,1046,53.0,8,2021,0,0,0,0,1
2411,1292,95.0,4,2008,1,0,0,0,0
2411,898,53.0,8,2021,0,0,1,0,0
2406,1496,17.0,2,2013,0,1,0,0,0
2406,1965,54.0,2,2018,1,0,0,0,0
2405,849,16.0,4,2017,0,0,0,1,0
2404,1052,53.0,8,2021,0,0,1,0,0
2403,1789,35.0,2,2018,1,0,0,0,0
2401,1830,55.0,2,2013,1,0,0,0,0
2401,1069,53.0,8,2021,0,0,1,0,0
2400,1267,120.0,4,2009,0,0,0,1,0
2400,1066,53.0,8,2021,0,0,1,0,0
2393,1162,53.0,8,2022,0,0,1,0,0
2392,1192,15.0,4,2017,0,1,0,0,0
2388,1226,15.0,4,2016,0,1,0,0,0
2388,1310,15.0,4,2017,0,1,0,0,0
2384,1111,53.0,8,2021,0,0,1,0,0
2382,476,65.0,6,2010,0,0,0,1,0
2380,1433,7.0,2,2015,0,1,0,0,0
2377,1368,95.0,4,2012,0,0,0,0,1
2374,1367,7.0,2,2015,0,1,0,0,0
2372,1040,53.0,8,2021,0,0,1,0,0
2369,1811,51.0,2,2017,1,0,0,0,0
2367,911,10.0,4,2016,1,0,0,0,0
2367,1537,10.0,2,2022,0,0,1,0,0
2366,936,53.0,3,2021,0,0,1,0,0
2364,1394,35.0,2,2011,1,0,0,0,0
2363,1417,15.0,2,2020,0,1,0,0,0
2363,829,80.0,4,2012,0,0,0,1,0
2363,1070,53.0,8,2021,0,0,1,0,0
2362,868,80.0,4,2012,0,0,0,1,0
2355,1309,95.0,4,2011,1,0,0,0,0
2354,1289,15.0,2,2014,0,1,0,0,0
2352,1435,73.0,2,2009,1,0,0,0,0
2349,1068,25.0,2,2019,0,1,0,0,0
2348,1352,53.0,4,2009,0,0,0,0,1
2347,1149,95.0,4,2016,0,0,0,1,0
2341,1215,53.0,4,2009,1,0,0,0,0
2340,1240,80.0,4,2009,0,0,0,1,0
2338,1296,100.0,4,2012,0,0,0,0,1
2337,875,53.0,8,2021,0,0,1,0,0
2336,1236,100.0,4,2011,1,0,0,0,0
2331,1477,15.0,2,2014,0,1,0,0,0
2331,1223,150.0,4,2009,0,0,0,1,0
2329,1238,95.0,4,2010,1,0,0,0,0
2326,941,80.0,4,2011,0,0,0,1,0
2325,1241,95.0,4,2009,0,0,0,1,0
2323,947,53.0,8,2021,0,0,1,0,0
2323,897,53.0,8,2021,0,0,1,0,0
2323,1172,53.0,8,2021,0,0,1,0,0
2315,926,53.0,8,2021,0,0,1,0,0
2312,1723,35.0,2,2015,1,0,0,0,0
2311,1310,45.0,2,2014,1,0,0,0,0
2310,1740,51.0,2,2016,1,0,0,0,0
2310,1996,35.0,2,2021,1,0,0,0,0
2310,1242,53.0,4,2010,0,0,0,0,1
2308,1335,95.0,4,2009,0,0,0,1,0
2307,1535,65.0,2,2013,0,0,0,0,1
2305,1499,15.0,2,2013,0,1,0,0,0
2303,1209,65.0,4,2016,1,0,0,0,0
2302,1150,15.0,4,2016,0,1,0,0,0
2300,1379,15.0,2,2014,0,1,0,0,0
2298,1264,95.0,4,2010,1,0,0,0,0
2297,1380,35.0,2,2010,0,1,0,0,0
2293,1399,17.0,2,2013,0,1,0,0,0
2291,1223,95.0,4,2008,1,0,0,0,0
2291,1092,53.0,8,2021,0,0,1,0,0
2287,1805,55.0,2,2012,1,0,0,0,0
2286,1340,15.0,2,2019,0,1,0,0,0
2285,1089,53.0,8,2021,0,0,1,0,0
2284,1391,80.0,2,2018,0,0,0,1,0
2283,900,45.0,2,2012,0,0,0,1,0
2283,1240,80.0,4,2013,0,0,0,1,0
2278,1344,17.0,2,2014,0,0,0,1,0
2277,1112,53.0,8,2021,0,0,1,0,0
2276,1327,15.0,2,2019,0,1,0,0,0
2275,1165,15.0,2,2016,0,1,0,0,0
2275,1233,53.0,8,2021,0,0,1,0,0
2274,958,53.0,8,2021,0,0,0,0,1
2273,1226,65.0,4,2012,0,0,0,1,0
2270,1794,51.0,2,2017,1,0,0,0,0
2269,1274,95.0,4,2010,0,0,0,0,1
2269,1369,17.0,2,2012,0,1,0,0,0
2268,1230,130.0,4,2008,1,0,0,0,0
2267,1202,75.0,4,2008,1,0,0,0,0
2266,914,53.0,8,2021,0,0,1,0,0
2262,1140,15.0,2,2015,0,1,0,0,0
2261,1226,125.0,4,2009,1,0,0,0,0
2260,1154,50.0,4,2014,0,0,0,1,0
2255,1397,35.0,2,2014,1,0,0,0,0
2253,991,95.0,4,2009,0,0,0,1,0
2252,1223,55.0,4,2010,0,1,0,0,0
2252,1375,35.0,2,2011,0,1,0,0,0
2246,1141,35.0,2,2015,0,1,0,0,0
2244,1207,100.0,4,2011,1,0,0,0,0
2241,950,53.0,8,2021,0,0,1,0,0
2240,1103,15.0,2,2015,0,1,0,0,0
2239,885,53.0,8,2021,0,0,1,0,0
2238,1231,53.0,4,2010,1,0,0,0,0
2237,1268,53.0,4,2009,1,0,0,0,0
2237,806,10.0,4,2016,1,0,0,0,0
2232,1085,53.0,8,2021,0,0,1,0,0
2231,898,53.0,8,2021,0,0,1,0,0
2229,1173,80.0,4,2014,0,0,0,1,0
2228,1210,125.0,4,2009,1,0,0,0,0
2228,1125,53.0,8,2021,0,0,1,0,0
2226,1279,15.0,2,2015,0,1,0,0,0
2222,1688,55.0,2,2012,1,0,0,0,0
2218,1706,35.0,2,2019,1,0,0,0,0
2218,1064,15.0,4,2016,0,1,0,0,0
2218,1259,120.0,4,2009,0,0,0,1,0
2216,1080,53.0,8,2021,0,0,1,0,0
2215,1386,73.0,2,2010,1,0,0,0,0
2212,1718,51.0,2,2016,1,0,0,0,0
2211,1329,15.0,2,2013,0,1,0,0,0
2210,1156,80.0,4,2009,0,0,0,1,0
2209,1742,35.0,2,2020,1,0,0,0,0
2207,1582,6.5,2,2021,0,0,1,0,0
2204,1180,53.0,4,2010,0,0,0,0,1
2203,1725,55.0,2,2012,1,0,0,0,0
2203,1042,53.0,8,2021,0,0,1,0,0
2202,1270,15.0,2,2017,0,1,0,0,0
2196,1290,95.0,4,2011,1,0,0,0,0
2196,1359,15.0,2,2013,0,1,0,0,0
2194,1227,53.0,2,2021,0,1,0,0,0
2193,1429,53.0,2,2019,0,0,0,0,1
2192,1217,95.0,4,2010,1,0,0,0,0
2192,1118,53.0,8,2021,0,0,1,0,0
2191,1407,4.5,2,2015,0,1,0,0,0
2190,1481,35.0,2,2018,0,1,0,0,0
2184,1146,53.0,8,2021,0,0,1,0,0
2183,1165,65.0,4,2015,1,0,0,0,0
2183,631,53.0,8,2022,0,0,1,0,0
2177,1041,53.0,8,2021,0,0,1,0,0
2174,291,20.0,8,2015,0,0,0,1,0
2173,1156,95.0,4,2009,1,0,0,0,0
2171,1203,95.0,4,2010,1,0,0,0,0
2169,1582,5.0,2,2018,0,1,0,0,0
2166,1241,15.0,2,2015,0,1,0,0,0
2165,1144,65.0,4,2012,1,0,0,0,0
2165,1954,53.0,2,2014,1,0,0,0,0
2163,969,60.0,4,2010,0,0,0,1,0
2162,1213,7.0,2,2015,0,1,0,0,0
2161,908,53.0,8,2021,0,0,1,0,0
2160,1096,15.0,4,2015,0,1,0,0,0
2160,869,53.0,8,2021,0,0,1,0,0
2158,1156,95.0,4,2008,0,0,0,1,0
2156,892,53.0,8,2021,0,0,1,0,0
2154,1034,53.0,8,2021,0,0,1,0,0
2152,1249,53.0,4,2009,0,0,0,0,1
2148,956,53.0,8,2021,0,0,1,0,0
2143,1192,100.0,4,2012,1,0,0,0,0
2141,1205,17.0,2,2012,0,1,0,0,0
2140,857,6.0,4,2016,0,1,0,0,0
2140,1070,35.0,4,2014,0,1,0,0,0
2139,837,10.0,4,2020,1,0,0,0,0
2137,1224,53.0,4,2021,0,0,1,0,0
2135,1092,35.0,4,2015,0,1,0,0,0
2131,1259,53.0,2,2014,0,0,0,0,1
2129,1895,53.0,2,2014,1,0,0,0,0
2129,1106,53.0,8,2021,0,0,1,0,0
2125,1915,54.0,2,2013,1,0,0,0,0
2115,1224,95.0,4,2010,0,0,0,0,1
2115,888,53.0,6,2022,0,0,1,0,0
2112,1695,55.0,2,2013,1,0,0,0,0
2109,1650,35.0,2,2018,1,0,0,0,0
2109,1126,95.0,4,2008,1,0,0,0,0
2108,1040,53.0,4,2009,1,0,0,0,0
2108,1141,95.0,4,2010,1,0,0,0,0
2107,1615,35.0,2,2014,1,0,0,0,0
2105,1343,6.0,2,2021,0,0,1,0,0
2104,1141,95.0,4,2010,1,0,0,0,0
2104,582,53.0,10,2021,0,0,1,0,0
2103,1138,95.0,4,2009,1,0,0,0,0
2101,740,12.0,4,2016,0,1,0,0,0
2095,1345,4.5,2,2015,0,1,0,0,0
2095,974,53.0,8,2022,0,0,1,0,0
2094,1266,35.0,2,2011,1,0,0,0,0
2094,860,53.0,8,2021,0,0,1,0,0
2093,1138,95.0,4,2009,1,0,0,0,0
2093,1550,65.0,2,2011,1,0,0,0,0
2092,1842,55.0,2,2014,1,0,0,0,0
2091,1863,53.0,2,2014,1,0,0,0,0
2091,1836,53.0,2,2014,1,0,0,0,0
2089,1299,17.0,2,2012,0,1,0,0,0
2088,1011,53.0,8,2021,0,0,1,0,0
2085,1300,35.0,2,2011,0,1,0,0,0
2085,1211,15.0,2,2015,0,1,0,0,0
2085,1118,100.0,4,2011,1,0,0,0,0
2085,1549,35.0,2,2016,1,0,0,0,0
2079,1102,75.0,4,2014,0,0,0,1,0
2078,1473,95.0,4,2014,0,0,0,0,1
2074,1074,75.0,4,2009,0,0,0,1,0
2069,1334,4.5,2,2015,0,1,0,0,0
2068,1141,95.0,4,2008,1,0,0,0,0
2067,1281,17.0,2,2013,0,1,0,0,0
2067,1130,80.0,4,2009,0,0,0,1,0
2062,1077,105.0,4,2008,1,0,0,0,0
2061,1003,45.0,2,2019,0,0,0,1,0
2060,1275,35.0,2,2011,0,1,0,0,0
2058,382,35.0,6,2015,0,0,0,1,0
2057,793,53.0,8,2021,0,0,1,0,0
2056,333,20.0,8,2015,0,1,1,0,0
2055,1129,100.0,4,2012,1,0,0,0,0
2052,1091,95.0,4,2009,0,0,0,1,0
2051,1103,50.0,4,2009,0,0,0,1,0
2051,1183,53.0,2,2021,0,0,1,0,0
2050,1421,20.0,2,2011,0,0,0,1,0
2049,1867,53.0,2,2015,1,0,0,0,0
2044,1076,65.0,4,2010,1,0,0,0,0
2042,1385,35.0,2,2010,0,1,0,0,0
2041,1229,4.5,2,2015,0,1,0,0,0
2037,1096,100.0,4,2011,1,0,0,0,0
2036,1154,95.0,4,2009,1,0,0,0,0
2034,1499,35.0,2,2017,0,1,0,0,0
2030,816,53.0,4,2018,0,1,0,0,0
2029,1400,65.0,2,2016,1,0,0,0,0
2027,559,105.0,4,2018,0,0,0,1,0
2022,1083,95.0,4,2010,0,0,0,0,1
2021,1016,55.0,4,2009,0,1,0,0,0
2020,1190,95.0,4,2009,1,0,0,0,0
2018,1150,15.0,2,2015,0,1,0,0,0
2017,1446,73.0,2,2010,1,0,0,0,0
2016,1135,35.0,2,2015,1,0,0,0,0
2013,1540,35.0,2,2012,1,0,0,0,0
2011,1080,53.0,4,2019,1,0,0,0,0
2007,1244,35.0,2,2011,0,1,0,0,0
1999,1231,25.0,2,2011,1,0,0,0,0
1999,1285,35.0,2,2010,0,1,0,0,0
1995,386,75.0,6,2011,0,0,0,1,0
1993,1240,17.0,2,2011,0,1,0,0,0
1991,717,53.0,8,2021,0,0,1,0,0
1990,1805,54.0,2,2013,1,0,0,0,0
1986,1338,65.0,4,2015,1,0,0,0,0
1986,1557,65.0,2,2011,1,0,0,0,0
1986,1097,95.0,4,2009,0,0,0,1,0
1985,1107,35.0,4,2013,0,1,0,0,0
1980,919,53.0,8,2021,0,0,1,0,0
1979,1060,120.0,4,2009,0,0,0,1,0
1978,459,53.0,8,2022,0,0,1,0,0
1974,1100,15.0,2,2014,0,1,0,0,0
1972,1235,17.0,2,2012,0,1,0,0,0
1967,1037,45.0,4,2010,1,0,0,0,0
1967,1209,13.0,2,2013,0,1,0,0,0
1962,1087,95.0,4,2008,1,0,0,0,0
1961,893,53.0,8,2021,0,0,1,0,0
1960,676,9.5,4,2018,0,1,0,0,0
1957,1005,45.0,4,2009,1,0,0,0,0
1954,1224,35.0,2,2010,0,1,0,0,0
1953,675,53.0,4,2017,0,1,0,0,0
1949,1506,35.0,2,2012,1,0,0,0,0
1948,1177,15.0,2,2016,0,1,0,0,0
1947,809,53.0,8,2021,0,0,1,0,0
1946,941,80.0,4,2009,0,0,0,1,0
1946,992,95.0,4,2010,0,0,0,0,1
1942,940,53.0,8,2021,0,0,1,0,0
1939,1071,15.0,2,2015,0,1,0,0,0
1939,1064,65.0,4,2011,1,0,0,0,0
1938,763,6.0,4,2016,0,1,0,0,0
1936,562,65.0,2,2022,1,0,0,0,0
1936,390,130.0,4,2013,0,0,0,1,0
1935,712,80.0,4,2011,0,0,0,1,0
1934,1054,95.0,4,2009,1,0,0,0,0
1931,1638,65.0,2,2019,1,0,0,0,0
1931,1048,80.0,4,2009,0,0,0,1,0
1928,1811,53.0,2,2014,1,0,0,0,0
1928,997,80.0,4,2010,0,0,0,1,0
1928,1160,95.0,4,2010,0,0,0,1,0
1928,1114,45.0,4,2010,0,1,0,0,0
1926,1695,54.0,2,2014,1,0,0,0,0
1926,1517,65.0,2,2011,1,0,0,0,0
1924,1390,95.0,3,2011,1,0,0,0,0
1923,755,25.0,4,2016,1,0,0,0,0
1923,1024,80.0,4,2009,0,0,0,1,0
1921,1029,50.0,4,2009,0,0,0,1,0
1920,718,53.0,8,2021,0,0,1,0,0
1919,1749,53.0,2,2014,1,0,0,0,0
1918,838,25.0,2,2016,0,0,0,1,0
1914,1266,35.0,2,2010,0,1,0,0,0
1912,1570,35.0,2,2014,1,0,0,0,0
1912,736,53.0,8,2021,0,0,1,0,0
1911,832,25.0,4,2018,0,0,0,1,0
1910,911,19.0,4,2014,0,1,0,0,0
1908,1063,35.0,2,2012,0,1,0,0,0
1908,1007,53.0,8,2021,0,0,1,0,0
1907,1197,13.0,2,2013,1,0,0,0,0
1907,1048,25.0,2,2017,0,1,0,0,0
1906,974,53.0,4,2012,0,0,0,0,1
1905,993,4.5,2,2015,0,1,0,0,0
1904,1282,6.0,2,2021,0,0,1,0,0
1902,396,60.0,6,2014,0,0,0,1,0
1902,1097,35.0,4,2013,0,1,0,0,0
1899,1068,125.0,4,2009,1,0,0,0,0
1898,1035,115.0,4,2014,0,0,0,1,0
1895,1029,65.0,4,2009,1,0,0,0,0
1895,1745,55.0,2,2013,1,0,0,0,0
1892,1041,125.0,4,2008,1,0,0,0,0
1889,1638,65.0,2,2017,1,0,0,0,0
1889,1183,35.0,2,2011,0,1,0,0,0
1885,1623,65.0,1,2016,1,0,0,0,0
1885,1117,4.5,2,2014,0,1,0,0,0
1882,1189,35.0,2,2011,1,0,0,0,0
1880,980,25.0,2,2012,0,1,0,0,0
1876,1213,15.0,2,2019,0,1,1,0,0
1875,1618,65.0,2,2017,1,0,0,0,0
1875,1025,15.0,2,2014,0,1,0,0,0
1871,999,45.0,4,2010,1,0,0,0,0
1871,1387,65.0,2,2011,1,0,0,0,0
1870,1708,55.0,2,2012,1,0,0,0,0
1864,1618,65.0,2,2016,1,0,0,0,0
1864,936,75.0,4,2009,0,0,0,1,0
1861,750,53.0,8,2021,0,0,1,0,0
1853,1620,15.0,2,2018,0,1,0,0,0
1853,1119,53.0,2,2015,0,1,0,0,0
1851,990,80.0,2,2013,0,0,0,1,0
1851,751,53.0,6,2021,0,0,0,0,1
1850,1402,35.0,2,2018,0,1,0,0,0
1849,1018,95.0,4,2009,1,0,0,0,0
1849,1695,54.0,2,2013,1,0,0,0,0
1848,1390,37.0,2,2021,0,0,1,0,0
1847,857,53.0,8,2021,0,0,1,0,0
1845,733,35.0,2,2012,0,1,0,0,0
1845,1046,45.0,4,2008,1,0,0,0,0
1844,1310,95.0,3,2012,0,0,0,0,1
1844,999,95.0,4,2009,1,0,0,0,0
1844,1030,35.0,4,2013,0,1,0,0,0
1841,1478,35.0,2,2018,1,0,0,0,0
1839,951,53.0,8,2022,0,0,1,0,0
1837,1059,80.0,4,2014,0,0,0,1,0
1835,907,19.0,4,2014,0,1,0,0,0
1832,1343,95.0,3,2010,1,0,0,0,0
1832,1238,35.0,2,2010,0,1,0,0,0
1830,987,65.0,4,2012,1,0,0,0,0
1825,1069,53.0,4,2010,1,0,0,0,0
1824,1067,35.0,2,2013,0,1,0,0,0
1824,716,53.0,8,2021,0,0,1,0,0
1823,1063,35.0,2,2014,1,0,0,0,0
1822,1080,4.5,2,2015,0,1,0,0,0
1819,1426,65.0,2,2011,1,0,0,0,0
1819,942,105.0,4,2009,0,0,0,1,0
1818,1400,35.0,2,2011,0,1,0,0,0
1817,1084,11.5,2,2014,1,0,0,0,0
1816,1048,45.0,2,2014,1,0,0,0,0
1814,947,80.0,4,2008,0,0,0,1,0
1814,1059,95.0,4,2009,1,0,0,0,0
1811,1130,17.0,2,2011,0,1,0,0,0
1810,1033,95.0,4,2009,0,0,0,0,1
1809,745,53.0,8,2021,0,0,1,0,0
1808,1282,95.0,3,2010,1,0,0,0,0
1807,1049,4.5,2,2014,0,1,0,0,0
1804,942,125.0,4,2008,1,0,0,0,0
1801,799,25.0,4,2015,0,1,0,0,0
1799,1576,65.0,1,2016,1,0,0,0,0
1797,1011,75.0,4,2012,0,0,0,1,0
1797,1014,95.0,4,2008,1,0,0,0,0
